1000
Atoms. Timestep: 0
A 3.99426 1.994 17.9992
A 3.99616 3.99487 19.9952
A 4.0027 4.00216 1.99373
B 3.99647 4.00056 4.0038
B 4.00108 4.00002 5.99622
B 3.99838 3.99431 7.9989
A 4.00459 3.99791 9.99568
B 4.00187 4.00029 12.0019
A 3.99723 3.99385 14.0001
A 4.00027 4.00405 16.0064
B 3.99568 4.00326 17.9943
A 4.00324 6.0027 19.9989
B 3.99595 5.99867 1.99786
B 3.99865 6 4.00594
B 3.99624 5.99919 6.00025
A 4.00135 5.99514 7.99844
A 3.99481 5.99379 10.0002
B 4.0043 5.99649 12.0065
A 3.9946 6.00102 14.0041
A 3.99865 5.99838 15.9978
B 4.00189 5.99809 17.9992
A 3.99514 7.99622 0.00425566
B 4.00457 7.99865 1.99813
B 4.00405 8.0016 4.00027
B 3.99973 8.0027 5.9946
B 4.00083 8.00297 8.00484
A 3.99622 8.00615 10.004
B 4.00594 7.99973 12.0019
B 4.00565 7.99676 13.9973
A 4.00135 8.00507 15.9987
A 4.00426 8.00243 17.9978
A 3.99871 9.99973 19.9973
B 4.00187 10.0056 1.99568
A 4.00588 10.0027 3.99514
B 4.00189 9.99433 5.99622
A 4.00216 10.0014 7.99325
B 4.0016 9.99487 9.99381
B 3.99431 10.0059 12.0011
A 4.00426 9.99709 13.9978
B 4.00403 9.99543 16.0054
B 4.00322 9.99732 17.9962
A 4.00189 11.994 0.00357526
A 4.00135 11.9946 1.99399
B 3.9973 12.0019 3.99867
B 3.99811 12.0049 6.00052
A 4.00588 12.0067 7.99682
A 4.00357 12.0065 10.0054
A 4.00081 11.9936 12.0027
A 3.99487 12.0008 14.0045
B 3.99946 12.0035 15.9935
B 4.00108 11.9949 18.0029
B 3.99647 14.004 0.000810021
B 4.00515 14.0011 2.00432
B 4.00245 13.9986 4.00567
B 3.99595 13.9935 6.00378
B 3.99354 13.9973 7.99892
B 4.00675 13.9935 9.99647
A 4.00168 14.0061 11.9955
A 3.99541 13.994 13.9946
A 4.00108 13.9976 15.9989
B 4.00675 13.9946 17.9954
A 3.99412 16.0059 19.9945
B 3.99782 16.0003 2.00513
A 4.00156 16.0003 4.0052
A 4.00426 16.0025 5.99622
A 3.99568 15.9998 8.00567
A 3.99616 15.9963 9.99453
B 4.00513 16.0019 11.9995
B 4.00405 16.0062 14.0029
A 4.00277 16.0007 16.0063
A 4.00351 16.002 18.0038
B 3.99595 18.0033 0.0056937
B 4.00459 17.9997 1.99485
A 3.99352 17.997 3.99439
A 3.99831 17.9991 6.0027
A 3.99871 17.9991 8.00108
A 4.00357 18.0048 10.003
A 3.99979 18.0006 12.0059
A 3.99676 17.9976 14.0056
B 4.00216 18.0046 16.0024
A 4.00439 17.9957 17.9943
B 5.99568 19.9946 19.9981
B 5.99676 19.9944 1.99757
B 5.99948 19.9989 4.0043
A 5.99979 19.996 6.00081
B 5.99784 0.00272331 8.00081
A 6.00297 19.9964 9.99406
B 6.00461 19.9954 12.0008
A 6.00534 19.9994 14.0019
B 6.00029 19.9965 15.9997
A 5.99514 0.00560601 18
B 6.00002 2.0054 0.00270016
B 6.00241 2.00592 1.99971
A 5.99379 1.99844 3.99979
A 5.99859 1.99346 5.99805
B 5.99811 2.00484 7.99867
B 6.00405 1.99865 10.0054
A 5.99676 1.99817 11.9938
B 6 1.99705 14.0011
A 6.00453 1.99385 15.9933
B 5.99759 2.00405 18
B 5.99381 4.00459 0.00485998
A 5.99453 3.99919 1.99358
A 6.00681 4.00129 3.99346
B 6.00592 4.00137 6.00432
A 6.00573 3.99628 7.99709
A 6.00183 4.00432 10.0022
A 5.99952 4.0054 11.9962
B 5.99921 3.99539 13.9965
A 6.00486 4.00324 16.0038
A 5.99817 4.00466 17.9951
B 6.0065 5.99782 19.9976
B 6.0054 5.9946 2.00243
B 5.99352 6.00027 3.99622
B 5.99917 6.00025 5.99647
A 5.99757 6.0048 8.00351
B 6.00513 5.99973 10.003
A 5.99331 6.00426 12.0041
A 5.99724 5.99709 13.9951
A 6.00513 6.00243 15.996
A 6.00114 5.99696 17.9964
A 6.00351 7.99601 19.9952
A 5.99358 7.99655 1.9973
A 6.00276 7.99838 4.0027
A 5.99655 7.99736 5.99859
B 5.99865 7.99703 8.00486
A 6.0027 8.00087 9.99865
B 5.99595 8.00324 12.0013
A 6.0027 8.00021 14.0006
A 5.99379 7.99784 16.001
B 5.99973 8.00081 17.9973
A 5.99481 10.0059 0.00405072
A 5.99649 10.0024 2.00237
B 5.99435 9.99597 4.00243
A 6.00189 9.9973 6.00303
A 5.99487 10 7.99811
A 5.99412 9.99892 9.99973
A 5.99919 10.0032 12.0045
B 6.00675 10.0005 14.0019
A 6.00405 10.0016 16.0052
A 6.00493 9.99331 17.9938
B 5.99543 11.9957 0.00567
A 5.99913 12.0061 1.99433
B 6.00351 12.0003 4.00108
A 6.0006 12.0059 5.99595
B 5.99921 11.9989 7.99595
A 6.00048 12.0045 10.0043
B 6.00218 11.9938 12.0008
A 5.99892 12.0013 13.9938
B 5.99593 11.9954 15.9984
A 6.00351 11.9956 18.0049
A 5.99973 14.0017 19.9984
B 6.00133 14.0038 1.99786
B 5.99566 13.9932 3.99701
A 6.00114 13.997 5.99433
B 5.99485 14.0027 8.00353
B 5.99998 14.0019 10.0002
A 5.99838 13.9957 12.0062
B 6.00567 14.0019 13.9962
B 6.00216 13.9962 15.9989
B 5.99433 14.003 18.0008
A 6.00432 16.0043 0.00195443
A 5.99595 16.0055 2.00291
B 6.00324 15.9959 3.99894
B 6.00054 15.9962 5.9973
B 6.00648 15.9994 8.00054
B 5.99676 15.9957 10.0049
B 5.9946 15.9968 11.9997
B 5.99836 16.0024 13.9981
A 5.99352 15.9955 15.9984
B 5.99487 15.997 18.0062
B 5.99512 17.9946 19.9984
A 6.00351 17.9964 2.00513
B 6.00378 18.0003 3.99867
B 5.99489 18.0046 5.99431
A 5.99508 18.0054 8.00385
A 5.99615 18.002 9.99352
A 5.99562 18.0024 11.9992
A 6.00588 17.9995 14.0059
A 5.99649 17.998 15.9989
A 5.99831 17.9952 18.0067
B 8.0016 0.00299344 19.9965
B 8.00405 0.00483649 2.00594
B 7.99755 19.9989 4.00025
A 8.00588 19.997 6.00405
B 8.00621 19.9992 8.00542
B 7.99433 0.00567033 10.0065
B 7.99674 19.9997 11.9989
B 7.9957 0.00243016 13.9938
B 7.99595 0.00107997 16.0027
A 8.00534 0.00297004 17.9965
B 8.00052 2.00189 0.00321658
A 8.0027 2.00081 2.00627
A 8.00156 2.0033 4.00318
B 7.99379 2.00027 6.00326
B 7.99433 2.00079 7.99325
B 7.99755 1.9946 10.0021
A 7.99346 2.0006 11.9941
B 8.00187 1.99946 14.006
B 8.00432 2.00187 16.0011
B 8.0043 2.00486 18.0016
B 7.99595 4.0054 0.000833279
B 7.99433 3.99786 2.00619
A 7.99946 4.00399 4.00357
A 7.99757 3.99763 6.00054
A 8.00378 3.99844 8.00615
B 7.99489 3.99377 9.99595
A 7.99865 4.00486 12.0046
B 7.99919 4.0054 13.9962
A 8.00534 4.00628 16.0011
A 8.00594 4.00385 17.9964
B 8.0027 6.00511 19.9989
B 8.00459 6.00565 2.00405
B 8.00081 5.99946 4.00565
A 7.9979 6.00621 6.00681
A 7.99541 5.99724 8
A 8.00574 6.006 9.99649
A 8.00081 6.00102 12.0021
B 8.00596 5.99595 14.0013
A 7.9973 5.99541 15.999
A 8.0054 5.9946 17.9964
A 7.99588 8.00459 19.9932
A 7.99433 8.00351 2.00351
A 7.99588 7.99379 3.99811
A 8.0021 7.99507 6.00075
B 7.99431 7.99892 8.00594
A 8.00399 8.00648 10.0046
B 7.99458 7.99813 11.9933
B 7.99408 8.00646 14.0011
A 8.00162 7.99535 16.0022
A 7.99973 8.00216 17.9957
B 8.00056 10.0033 2.35086e-05
B 8.00272 9.99732 1.99757
B 7.9935 10.0057 3.99649
B 7.99759 9.99784 6.00025
A 7.99832 10.0051 7.99736
A 7.99886 9.99993 10.0051
B 7.99568 10.0059 12.0059
A 8.00114 10.0055 14.0043
B 7.99757 10.0008 15.9997
A 7.99507 10.0016 17.9973
B 7.99379 11.9981 19.9997
B 7.99813 11.9981 2.00162
B 8.00081 11.9957 4.0016
A 7.99865 12.0022 6.00135
B 7.99485 11.9965 7.99381
B 8.00189 11.9951 9.99919
B 7.99379 12 11.9994
A 8.00351 11.9997 13.9993
A 7.99568 12.0049 16.0051
B 7.99676 12 17.9987
B 7.99678 14.0011 19.9938
A 7.99412 14.0014 1.99709
A 8.00621 14.0052 4.00162
A 8.00513 13.9992 5.99406
A 8.00432 14.0041 7.99514
A 8.00432 13.9963 9.99595
A 8.00405 13.9949 12.0014
A 7.99946 14.0011 14.0038
A 8.00135 14.0008 15.9997
B 8.00133 14.0029 18.0041
A 7.99832 15.9947 0.00425598
B 7.99541 15.9981 2.00135
A 8.00492 16.0057 4.00195
A 8.00297 15.994 6.00162
A 8.00027 15.9945 8.00243
A 8.00567 16.004 10.0067
B 8.00322 16.0019 12.0065
A 8.00216 16.0051 13.9982
A 7.99865 16.0018 16.0046
A 7.9973 15.9957 17.9954
A 8.00681 17.9964 19.9995
B 8.00029 18.0043 2.00513
A 8.00486 18.0026 3.99568
B 7.99701 18.0038 5.99813
B 7.99946 17.9935 7.99865
B 8.00081 18.0035 9.99919
B 7.99811 18.0059 11.9992
B 7.99813 17.9979 13.9954
B 8.00272 18.0003 16.0068
B 7.99487 17.9935 18.0005
A 9.99925 0.000540692 0.00620988
B 10.0059 19.9973 1.99622
A 10.0065 0.00567003 4.00432
B 9.99865 0.00539998 5.9984
B 9.99811 19.9952 8.00052
A 9.99487 19.9987 9.99331
A 10.0055 0.00425528 11.9972
B 9.99838 19.9932 14.0014
B 9.99676 19.9973 16.0016
B 9.99678 19.9933 18.0029
A 9.99763 1.9967 0.0012855
B 10.0013 2.00619 1.99462
B 9.9946 2 3.99512
A 10.0047 1.99892 5.99919
B 9.99946 1.99809 7.99919
A 9.99979 1.994 9.99325
B 9.99732 2.00135 11.9976
A 9.99952 2.00351 14.0052
A 9.9973 2.00351 16.0049
A 10.0057 1.99709 17.9997
B 10.0059 4.00407 19.997
A 10.0025 3.99433 1.99574
A 9.99514 4.00621 3.99967
B 10.0016 3.99406 6.00189
A 10.0035 3.99871 7.99649
B 9.99973 4.00297 10
A 10.0018 4.00655 11.9987
B 9.9946 3.99651 13.9957
B 9.99651 4.00108 16
A 10.0057 3.99541 18.0032
B 9.9946 6.00513 19.9995
B 10.0021 6.00648 1.99649
B 9.99784 6.00596 4.00484
A 9.99454 5.99892 5.99547
A 9.99703 6.00189 8.00108
A 9.9975 6.00378 9.99811
A 10.0057 5.99919 12.0061
B 10.0002 5.99946 14.0054
A 10.0061 5.99547 15.9993
A 9.99433 6.00453 17.998
B 10.0046 8.00432 20
A 10 7.99325 1.99784
B 10.0008 8.00511 3.99597
B 10.0014 7.99327 5.99377
A 10.0035 7.9994 7.99568
B 9.99325 8.00434 9.99811
A 10.0028 8.00027 11.9995
B 10.0056 8.00592 14.0049
A 10.0048 8.00513 16.0019
B 10.0003 8.0038 18.0065
B 10.0011 10.0062 0.00324014
B 10.0008 10.0038 1.99512
A 10.0044 10.003 3.99649
B 10.0062 10.0046 6.00299
B 9.99786 10.0003 8.00486
B 9.99759 10.0024 9.99539
A 10.0043 9.99832 11.9976
A 9.99676 9.99817 14.003
A 10 10.0024 16.0029
B 10.0003 10.0011 18.0054
B 9.99946 12.0051 0.00191359
B 9.99514 11.9981 1.99595
B 9.99892 11.9992 3.99782
A 10.0021 11.9998 6.00114
A 9.99568 12.0024 8.00486
A 10.0036 12.0019 10.0021
B 9.99863 11.9987 11.9973
A 10.0065 12.0048 14.0049
B 10.0049 12.0016 15.9965
A 9.99406 12.0011 18.0065
B 10.0008 13.9943 0.00566996
A 10.0043 14.0047 2
B 10.0046 13.9975 4.00513
A 9.99892 14.0002 5.99325
B 9.99595 13.9954 7.99597
B 10.0003 14.006 9.99539
A 10.0059 13.9941 12.004
B 9.99408 13.9968 13.9998
B 9.99489 13.9946 15.9943
A 10.0036 13.9948 18.003
B 10.0019 15.9992 0.00618682
A 10.0014 16.0016 2.00655
A 10.0062 16.0019 3.99453
B 10.0014 15.9968 6.00434
B 9.99786 16.0016 7.99973
B 10.0054 15.994 9.99944
A 9.99622 16.0014 11.996
B 10.0006 16.0027 13.9968
A 9.99892 16.0003 16.0014
B 10.0043 15.9946 17.996
A 10.0007 17.9952 0.00560545
B 9.99782 18.0003 2.00353
B 10.0019 17.9938 4.00241
A 10.0052 17.9954 6.00574
A 10.0011 17.9989 7.99595
A 9.99703 18.0001 10.0005
A 9.99541 18.0049 11.9983
B 10.0059 18.0038 14.0049
B 10.0046 17.9995 16.004
A 9.99406 18.003 18.0041
A 11.9959 0.00114436 19.9984
A 12.003 19.9951 2.00372
B 11.9962 0.00672676 3.99973
A 12.0013 19.9949 5.99703
B 12 0.00675011 7.99516
B 11.997 0.00456669 9.9935
A 12.0048 0.00297004 12.0024
B 11.9975 0.00269998 13.9944
B 11.9943 0.000833294 15.9997
B 12.0008 19.9943 18.0029
A 11.9983 2.00318 19.9938
A 12.0036 1.99865 1.99892
A 12.0055 1.99979 4.00621
A 11.9951 2.00642 6.00128
B 11.9938 1.99971 8.00216
A 12.0013 1.99595 10.004
B 12.0019 1.99489 12.0043
A 12.0045 1.99541 13.9946
B 11.9989 2.00459 15.9976
A 11.9997 2.00006 18.0014
B 11.9959 3.99786 0.00485994
A 11.9957 3.99649 1.99547
A 12.0032 4.00156 4.00291
B 11.9943 3.99759 5.99946
A 11.9981 4.00358 7.99649
B 11.9978 4.00515 9.99705
B 11.9935 4.00079 12.003
B 12.0041 4.00648 14.0027
B 11.9962 4.00054 15.9981
A 12.0056 4.00675 17.9989
B 11.9973 5.9946 19.9938
A 12.0044 5.99433 1.99568
B 12.0032 6.00083 3.99651
B 11.996 6.00378 6.00619
A 11.9973 5.99453 7.99595
B 11.9946 5.99431 9.99973
A 11.9973 5.99952 11.9944
A 11.9947 5.99925 13.998
B 11.9959 5.9946 15.9984
A 11.9962 5.99615 18.0038
B 12.0062 8.00133 19.9935
A 12.0011 7.99541 1.99838
B 11.9938 7.9935 3.99516
B 12.0062 8.0016 5.9946
B 11.9992 8.00515 8.00268
A 12.0041 8.00297 9.9952
A 12.0032 8.00453 12.0024
A 12.0035 8.00648 13.9978
B 12.0025 8.00297 15.9941
B 11.997 7.99757 18.0003
A 12.0019 9.99811 0.00405066
A 12.0011 10.0002 2.00243
A 11.9943 9.99757 4.00513
A 11.9949 9.99757 5.99642
B 11.997 10.003 8.00461
B 11.9938 9.99433 9.99433
B 11.9968 10.0022 11.9986
A 11.9946 9.99649 13.9951
B 12.0035 9.99782 16.0038
A 11.9952 9.99973 17.9968
B 11.9981 12.0027 19.9995
B 11.9973 12 1.99406
B 12.0011 11.9976 4.00405
B 12.0014 12.0019 5.9973
B 11.997 11.9984 8.00052
A 12.004 12.0051 9.99466
A 11.9933 11.9941 12.0005
A 12.0046 12.0059 13.9957
A 12.0005 11.9951 15.9975
B 12.0062 12.0016 18.0038
B 12.0003 14.0051 0.00674992
A 11.9975 13.9998 2.00378
B 12.0062 14.0035 4.00486
A 12.0021 14 6.00492
A 12.0016 13.9935 8.0021
B 11.9938 13.9957 9.9984
B 11.9935 13.9989 12.0032
B 12.0065 14 14.0016
B 12.0057 14.0022 15.9989
A 12.0043 14.0035 17.9933
B 11.9959 15.9949 19.9962
A 11.9989 16.0043 2.00087
A 12.0062 15.9978 4.00156
B 12.0035 15.9992 6.00677
B 12.0024 16.0016 8.00484
A 12.0047 15.9949 10.0065
B 11.9965 16.0003 12.0043
B 12.0065 15.994 14.0035
A 11.9994 16.0017 16
B 12.0008 15.9946 17.9954
B 11.9943 17.9935 19.9965
A 12.0009 17.9951 2.00432
B 11.9989 18.0006 4.00135
A 11.9951 17.9993 6.00513
B 12.0062 18.0068 7.99678
B 11.9995 18.0016 10.0008
B 11.9973 17.9997 11.9938
A 12.0013 17.9957 14.0001
A 11.9943 17.9932 15.9937
B 11.9957 17.9976 18.0049
A 14.0041 19.998 19.9952
A 13.9986 19.9954 1.99406
A 13.996 19.9943 3.99346
B 14.0067 0.00486025 6.00677
B 13.9989 19.9992 7.99944
A 13.9979 0.000874365 10.0019
B 14.0027 0.00675001 11.9932
A 14.0062 19.9954 14.0055
A 14.0003 0.00161987 15.9978
B 14.0051 0.00218347 17.9957
B 14.0011 1.99514 19.9938
A 14.0011 2.00027 2.00033
A 13.994 2.00453 4.00588
B 14.003 2.00243 6.00002
B 13.996 1.99512 7.99404
A 14.0032 2.00405 9.99818
A 13.9936 2.00081 11.9943
B 13.996 1.99435 13.9989
B 14.0062 2 15.9938
B 14.003 1.99838 18.0011
A 14.0038 3.99433 19.9963
A 14.0024 3.99784 1.99994
B 13.9979 3.9984 3.99975
B 14.0032 3.99784 5.99998
A 13.9975 3.99547 8.00168
A 13.9995 4.00345 10.0053
B 14 4.00162 11.9946
B 14.0057 3.99404 14.0038
A 14.003 4.00087 16.0057
B 14.0024 3.99539 18.0013
B 14.0014 5.99433 19.9954
A 13.9986 6.00297 2.00135
B 14.0041 6.00538 4.00083
B 14.0049 6.00187 5.99431
A 14.0046 5.99622 7.99406
B 13.9989 5.99948 9.99406
A 14.0032 5.99358 12.002
A 14.0034 5.99784 14.0032
A 14.0044 6.00291 16.0035
A 14.0002 6.0027 17.9932
A 13.9978 8.00297 19.9939
A 13.9959 7.99676 2.00324
A 13.996 8.0033 4.00648
A 13.9993 7.99547 6
A 13.9997 7.99946 8.00183
B 14.0003 7.99568 10.0027
A 13.9959 8.00048 11.9941
B 14.0022 7.9946 13.9987
B 14.0019 8.0011 15.9941
B 13.9965 8.00405 18.0062
B 13.9946 9.99354 19.9973
A 13.998 10.0002 2.00628
A 13.997 10.0054 3.99352
A 14.0032 9.99616 6.0027
A 13.9966 9.99649 7.99616
B 14.003 9.99352 10.0062
B 13.9962 9.99514 12.0035
A 13.9991 10.0052 14.0013
B 14 10.0011 16.0032
A 13.9941 10.0001 17.9965
B 14.0046 12.0068 0.00326352
B 13.9989 12.0016 1.99836
A 13.9947 11.9989 4.00216
B 14.0065 12.0022 5.99325
A 13.9973 12.0059 8.00324
B 13.9971 11.9959 9.99541
A 13.9962 12.0013 11.9952
A 14.0059 12.0021 14.0051
B 14.0013 12.0054 16.0022
A 13.9939 12.0005 17.9938
B 14.0046 14.0062 19.9989
B 14.0027 14.0016 2.00243
B 13.9986 13.9954 3.99838
B 14 14.003 5.99568
B 13.9981 13.9998 7.99458
A 13.9992 14.0009 9.99784
B 13.9968 13.9981 12.0057
B 14.0002 13.9973 14.0027
B 13.9962 14.0054 15.9932
B 13.9992 13.9938 18
A 14.0063 15.9987 0.00263546
B 13.9976 16.0016 1.99568
A 13.9935 16.0028 4.00135
B 14.0019 15.9962 6.00515
B 13.9984 16.0008 8.00241
A 14.0003 16.0061 10.0035
B 13.9951 15.9978 11.9995
B 14.0032 15.9951 14.0049
B 14.0022 15.9965 16.0059
A 13.996 16.0052 18.002
A 14.0062 17.9981 19.9992
A 14.0016 18.0025 1.99568
A 14.0022 17.9941 3.99967
B 14.0019 17.9976 5.99435
B 13.9981 18.0019 7.99892
B 14 17.9946 9.9962
A 14.0006 18.0027 11.996
B 13.9935 17.9997 14.0003
B 13.9962 18.0048 16.0019
A 13.999 18.0026 18.0049
A 16.003 19.9966 19.999
A 15.9975 0.00330478 1.99751
B 16.0046 19.9943 4.00189
A 16.0055 0.00479577 6.00655
A 15.9968 19.9997 7.99649
A 15.994 19.9995 10.0051
A 16.0065 19.9935 11.9972
B 16.0008 19.9976 14.0062
A 16.0037 19.9962 15.9946
B 15.9938 19.996 17.9976
A 16.0062 1.99373 19.9947
A 15.9968 1.99892 2.00048
B 16.0038 1.99433 4.00461
B 16.0022 2.00594 6.00648
B 15.9938 2.00191 8.00052
A 15.9951 2.0054 9.9979
A 15.9957 2.00102 11.9967
B 16.0051 2.00108 13.9998
B 15.9967 2.00162 15.9973
B 16.0005 2.00133 18.0021
B 16.0067 3.99462 0.00566998
A 16.0029 4.0048 1.99919
B 15.9978 3.99352 3.99865
A 15.9951 4.00081 5.99865
B 16.0059 3.99485 8.00351
A 15.9935 3.99669 9.99973
B 15.9965 3.99543 11.9946
B 15.9965 4.00513 14.0011
A 15.9964 3.99331 16.002
A 15.9979 4.00027 18.0029
B 16.0005 5.99892 19.9992
B 16.0054 6.00297 2.00324
B 15.9992 6.00054 4.00648
B 15.9957 6.00243 5.99755
A 16.0008 5.99622 8.00378
B 15.9938 5.99408 10.0035
B 16.0011 6.00432 11.9941
B 16.0038 6.00405 13.997
A 16.0032 6.00324 16.0014
B 15.9965 5.99408 18.0046
B 16.0054 7.99892 19.9978
A 16.0022 8.00162 2.00459
B 16.0032 8.00592 3.99703
A 15.9959 7.99493 6.0027
B 15.9992 7.99838 7.9957
B 16.0003 8.00648 10.0032
B 16.0046 7.99566 11.9954
B 15.9935 7.99595 13.9957
A 16.0022 8.00513 16.0008
B 15.9938 7.99917 17.9933
B 16.0022 9.99998 0.00218365
B 16.0038 10.0038 1.9935
A 16.0068 10.0011 4.00465
A 15.9962 10.0038 6.00189
A 15.997 10.0027 8.00048
B 16.0008 9.99892 9.9973
A 16.0025 10.0028 12.004
B 16.0003 9.9935 13.9962
A 16.0009 10.0057 15.9941
A 15.9948 9.99439 18.0024
A 15.9963 11.9939 19.9943
A 15.9946 11.9941 1.99676
A 16.0007 11.9976 4.00513
A 16.0052 12.0016 5.99723
B 15.9949 11.996 8.00434
B 15.9984 11.9957 10.0048
A 16.0029 12.0021 11.9957
A 15.9937 12.0041 13.9941
A 16.0013 12.0005 15.9935
A 16.0062 11.9968 18.0059
A 16.0033 14.0043 19.9954
A 16.0017 14.004 1.99919
A 15.9936 13.997 4.00621
A 16 14.0038 6.00615
B 16.0068 14.0005 7.9957
B 16.0016 13.9967 10.0038
B 15.9957 13.9954 11.9973
A 15.9936 14.0051 14.003
B 16.0002 14.0003 16.004
A 16.003 13.997 17.9944
A 16.0051 16.0064 0.00593986
B 15.997 16.0062 1.99975
B 16.0051 15.9984 4.0016
A 15.9941 15.9949 5.99736
A 16.004 15.9992 8.00648
A 15.9957 16.0046 9.99676
A 16.0017 16.006 12.0038
A 15.9946 16.0024 14.0029
B 15.9946 15.997 16.0041
B 15.9938 15.9943 18.0038
B 16.0013 17.9973 19.9968
B 15.9941 17.9997 1.99649
B 16.0054 17.9957 3.99809
A 15.9954 17.9986 5.99784
B 16.0008 18.0046 8.00515
B 15.9943 17.9986 9.9989
A 15.9989 18.0032 11.9971
A 15.9992 18.0005 14.0024
B 16.0029 17.9957 16.0038
A 16.0019 17.9938 18.0062
A 18.0011 19.998 19.9946
B 18.0006 0.00107997 1.99381
B 17.9943 0.0027233 3.99647
A 18.0016 0.00296995 6.00654
A 17.9989 0.00540011 8.00642
B 18.0003 19.9973 10.003
B 18.0046 19.9978 11.9951
A 18.0028 19.9984 14.0016
B 17.9957 19.9962 16.0006
B 17.9932 0.00488347 17.9997
B 17.9938 1.99973 19.9978
A 17.9994 2.00513 1.99433
B 17.9981 2.00538 4.00569
B 17.9946 2.0038 6.00565
A 17.9968 2.00324 8.00027
B 18.0043 1.99487 9.99811
A 18.0035 1.99466 11.9973
B 18.0038 1.99624 14.0019
A 18.0062 2.00594 16.0003
B 18.0057 1.99998 17.9979
A 18.0051 4.00195 19.998
B 18.0049 3.99595 2.00189
A 18.0038 3.99406 3.99433
B 17.9973 4.00295 6
A 17.9938 3.99892 8.00621
B 17.9987 4.00349 9.99973
A 18.0062 4.00135 12.0057
B 17.9987 3.99566 13.9979
B 18.0019 3.99381 15.9935
A 17.9994 4.00357 17.9939
A 18.0028 6.00135 19.9973
A 18.0013 6.00276 2.0048
B 17.9962 5.99352 3.99649
A 18.0016 6.00162 6.00655
A 18.0051 5.99595 7.99838
A 18.0049 6.00621 9.99892
A 18.0027 5.99541 11.9984
A 17.9946 6.00033 13.9967
B 17.9995 6.00376 16.0035
A 18.0006 5.99892 18.0044
A 17.9941 7.99345 19.9997
A 17.9972 7.99757 1.99433
A 18.0041 8.00304 4.00318
B 17.9978 7.99352 5.99514
A 18.0017 7.99427 8.00378
B 17.9962 8.00083 9.99379
A 17.9976 8.0054 11.9936
A 18.0013 8.00189 14.0019
A 17.9956 8.00547 16.0043
A 18.0054 7.99724 18.0035
B 17.9975 10.0008 0.00537674
A 18.0001 10.001 1.99358
A 17.9968 9.99616 3.99352
A 18.0032 10.0052 5.99967
B 17.9995 10 7.99813
B 17.9975 10.0027 9.99809
A 17.9978 10.0048 12.002
A 18.0051 10.0007 13.9973
A 18.0067 9.99345 15.9999
B 18.0065 9.99703 18
A 17.9999 12.0065 0.00344567
B 18.0033 12.0065 1.99894
B 18.0008 12.0014 4.00592
A 18.0008 12.0051 5.99892
B 17.9954 11.9973 8.0011
B 18.0016 11.9943 10.0059
B 18.0057 11.9998 12.0008
B 17.9938 11.9992 14.0049
B 18.0052 12.0065 15.9951
A 17.9959 11.999 17.9987
A 18.0003 13.9972 0.0040504
A 17.9964 13.9952 1.99568
A 17.9989 13.9968 3.99427
B 17.9992 14.0011 5.99921
B 17.9997 14.0027 8.00189
B 17.9941 14.0005 10.0008
B 17.9989 13.9989 12.0046
A 18.0049 14.003 13.9998
A 18 14.0049 15.9989
A 17.9989 14.0008 18.0057
B 17.9981 16.0046 19.9954
A 17.999 16.0038 2.0033
A 18.0044 16.0022 4.00453
B 17.9992 16.0068 5.9957
B 17.9954 16.0056 7.99458
A 17.9956 15.9976 9.99628
A 18.0043 16.003 12.0002
B 17.9973 16.0057 14.0022
B 17.9932 16.0014 15.994
A 18.0025 15.9946 18.0003
A 18.0057 17.9955 19.9957
A 18.0041 18.0032 1.99757
A 18.0049 18.0024 4.00399
B 17.9984 18.0067 5.9973
A 18.0035 18.0049 7.99568
B 17.9984 17.9987 10.0043
A 18.0051 17.9999 12.003
B 18.0032 17.9975 13.996
A 18.004 18 15.9979
A 17.9937 17.9989 17.996
1000
Atoms. Timestep: 28
A 19.9977 19.9972 19.9941
B 0.00249488 19.9961 1.99692
A 0.00706987 0.000909236 4.00567
A 0.00504023 19.9945 5.99825
B 0.000840011 19.998 8.0028
A 0.00559997 0.00139996 10.0017
A 0.000349656 19.9964 12.0028
A 0.00196037 19.9938 14.0022
B 0.00364014 0.00364016 15.9964
B 19.9994 19.998 18.0005
A 0.00511024 1.99321 0.000559907
B 0.00476002 1.99633 2.00504
A 19.9933 2.00245 4.00091
A 0.00167994 1.99405 6.00273
B 20 1.99496 7.99583
B 19.998 1.99611 9.99829
A 19.9992 2.00245 11.9933
B 19.9969 2.00619 13.9995
B 19.9992 1.99633 16.0042
B 0.00193463 1.99412 17.9972
B 19.998 3.99776 0.00165483
A 0.00314975 4.00448 1.99748
B 0.0045053 4.00199 4.00479
B 1.13183e-07 4.00031 5.99412
B 19.9983 4.00112 8.00644
B 19.998 3.99524 9.99412
B 19.9975 4.00367 12.0031
B 19.9991 3.9972 14.0056
A 19.9936 3.99552 16.0045
B 19.9947 4.00614 18.0011
A 0.00329044 5.99692 0.0010501
B 0.00366534 5.99947 2.00479
B 0.00420052 6.00529 4.00448
B 0.00111998 5.99773 6.00028
B 19.9952 6.00557 7.99832
B 19.9944 6.00084 10.0011
B 19.9964 5.99633 11.9969
B 19.9969 6.00364 14.0008
B 0.000534853 6.00479 16.0047
A 19.9936 5.99804 18.0057
B 0.00559995 7.99384 19.998
B 19.9964 7.99465 1.99773
A 19.9961 8.00511 4.00343
A 19.9939 7.99328 6.00644
A 0.0036399 8.00672 8.00301
B 0.003335 7.99857 9.9972
A 0.00525104 8.00343 12.0003
